"modelLoop","generation","gameteSizeGene1","fusionTargetGene1","gameteSizeGene2","fusionTargetGene2"
21,0,1,2.66074449986989,5.19576016962016,2.38053779203044
21,0,3.48464010793211,6.57885529144259,1,7.97374849243879
21,0,5.9926213840289,2.05027346543698,2.40881028635038,2.98438852888471
21,0,3.38769108349259,3.90140067511676,1.01379127683694,1
21,0,2.62508570252631,6.29180047769703,1.85944525784315,5.01736855558097
21,0,1,5.9174205559226,7.37954635732426,1
21,0,1.47064735255399,1.57387646002578,1.20762205979117,4.17302043863239
21,0,2.44830751196734,1.12700579354497,1,1.56068693642893
21,0,4.15304052094604,2.80404037388801,4.61439948642915,1.50588861949032
21,0,3.55032078466248,3.15412439366345,2.53003782391115,3.67847514203058
21,0,4.12068514782283,1,1,1.58227539381043
21,0,1,1,3.08937656452702,1.89066306470714
21,0,1.48125528981763,3.48142951535642,5.65207877058027,6.35519730881086
21,0,1,7.32147262261387,2.9803440130571,1.35612215946248
21,0,3.91975129454169,1.66034532176245,3.10824826367751,1
21,0,2.02692673512549,6.41639785332678,5.69218914982164,1
21,0,1.14259167365371,1,3.79690795231212,1.8365611817082
21,0,3.76791457794268,1.27845556884953,2.13826168350722,4.93155335786349
21,0,4.57276499532966,1.84042302388918,3.63538003395659,1
21,0,1.40176370501929,1.83901469734219,1,1.43261827052519
21,0,4.56011756367285,4.6637520047125,3.69249715077303,3.61481854823497
21,0,1,4.23840026911579,1.38609380824551,3.60456318618409
21,0,4.28219479942183,5.12558975149356,1.40027450892746,1
21,0,1,4.89162134833857,5.68541439032546,1
21,0,1,4.75563749300366,4.01950799625875,2.71113268168147
21,0,4.37576445603902,1,2.9945519325466,3.29595053868653
21,0,3.73657983713659,5.18886724933464,3.00740598113136,1.42617302070721
21,0,1,2.04659200660666,5.97068382499336,4.77719820017403
21,0,3.44941650143515,1.16316944658399,2.01232715045567,4.42266534034505
21,0,4.59514800595131,2.14676578769837,1.29773317914172,1
21,0,1.66398759074848,4.19132277235087,2.75956608815242,1
21,0,2.04682722160599,2.29131141977664,2.08579567050974,1
21,0,1,4.53464067356009,2.48483865882882,1.86115951470597
21,0,1.58828415202653,2.78969288443199,4.41464913859439,1
21,0,2.29398830207602,1.34984932563211,3.74159432554271,4.93401464212623
21,0,3.47858891449237,5.25583742330595,1,4.98813237666022
21,0,2.47217789528503,2.38124132221029,2.67801229232195,1
21,0,1,3.37285934387843,3.10427640836155,1.49177694075411
21,0,4.33928501249099,2.38855222608893,2.35749182959824,2.52270634415768
21,0,2.79288132222108,3.95243164472702,5.74889347239724,1
21,0,7.18131102399888,1,1,1
21,0,1,1,2.04149613238372,1.75540135491661
21,0,3.85989168613858,4.20277642456205,4.81389254181786,5.22351867226796
21,0,1,3.5711714644778,1,1.07329716567801
21,0,1,3.73843324670477,1,3.55525206133676
21,0,5.76927534646924,3.82633360470118,1,4.71842598417294
21,0,2.18889414436591,2.60456081768653,1.99951492127274,2.98122648319803
21,0,4.20175587425866,2.58477868578755,1.3292912926386,1
21,0,6.32126594250759,3.77955665874697,1,3.43458008611788
21,0,5.11250796271395,2.85154191153565,4.33961122908797,4.27467582331652
21,0,2.20276426646282,1.85506410383836,1.22087991040578,6.28729018235677
21,0,2.25238944295066,1,1.72177584850819,4.72513432748502
21,0,1,5.29621431094253,3.77615001220404,3.80740278523275
21,0,1.46389527868623,5.49403680439693,2.15927395492377,1.48664293797399
21,0,1,3.62520909809456,6.99865119727656,2.07588444246802
21,0,3.99514755448646,4.23141560649641,1.65177691491287,3.56672483374696
21,0,3.68779090878733,1,1,1
21,0,1.59592065226398,2.48967831521425,2.23843620124148,5.54140645467329
21,0,4.38885587621688,1,1,4.46030167026956
21,0,4.19946686547729,2.72802642376298,3.15934641179584,1
21,0,2.65339866930931,1.70336666481335,2.31968269426858,3.167835430338
21,0,2.06189067195359,4.73898339063722,1,1
21,0,3.74676668354797,7.29551481653294,1.68907559789479,2.88684328862786
21,0,1.89547236873367,3.86784077420177,4.59629630758703,1.2495572729728
21,0,4.16226745943124,1,1,1
21,0,2.13246217412227,1.90093554336583,1.54202067017434,1.83922412041474
21,0,2.57082996726233,1,5.00611626145391,4.81223654048988
21,0,1,1.52133474218627,3.5278615899272,3.97577342428842
21,0,1,4.19306510039879,1,1.42700080080893
21,0,1,1,3.33502035101105,1
21,0,1,3.81115687949657,3.27115039503601,1
21,0,7.47263008290392,1,1,3.04255399981618
21,0,1,2.3457391734796,2.18311728990488,5.5286476245952
21,0,6.33598929942131,4.00866785269666,1.51267898349749,4.32829938444398
21,0,2.41281141372663,1,1.36058974617433,5.85188853738445
21,0,1.48794404959544,3.96115594509012,1,4.70593228847195
21,0,2.77840437871904,1,3.50241897602327,1
21,0,3.58658224427918,1,4.73141759416958,3.118563214638
21,0,1.07933899664189,1.85350690117281,3.1775199148047,2.75905515846027
21,0,5.80213946850207,1,1,1
21,0,2.27028508636385,1,3.9406377078767,6.16817397283036
21,0,4.51644449227508,2.75276806794162,1,2.50903285776632
21,0,2.39039926561334,1.82426861834922,1.88369598016943,4.65973043498313
21,0,2.69167573303911,2.75920255683739,1,3.90883487753054
21,0,1.39299641418874,6.45253965257931,1.00257016679833,5.20520201625071
21,0,2.06524759836121,5.49505941136303,1,2.52839751769015
21,0,1,1,3.8624238474178,1.48532381797015
21,0,2.80401444079151,4.17909925878559,2.11640295499329,4.80988087736071
21,0,1.51232075669582,4.22099930478028,4.21379827327564,1
21,0,2.23745096226193,1.68419417062553,2.70291983068581,3.84687565581332
21,0,3.10756477831728,2.94983841656496,2.46580195280055,6.33876813241393
21,0,3.65863197067867,2.00430068015198,1,2.40793573570731
21,0,3.18052545806334,4.63656075662003,1,2.873657047031
21,0,6.19257769838012,2.91487197291031,1,1.68631223733713
21,0,1.18486789243524,1.97218914136213,1,3.99034907192664
21,0,3.59119243703394,1,3.56834184737776,1
21,0,4.32982366626409,1.557613202862,1,4.77148254820466
21,0,2.59632474334282,1,1,1
21,0,4.63541450347851,3.32799281062034,3.12825875588849,1
21,0,1.55971077029198,1.78654879773003,3.15226768321045,1
21,0,3.67141294185257,1.18338833853087,3.8499627004445,3.27985439701837
21,0,3.66948519574756,1.03867266107199,1.23085568371,4.600137979777
21,0,1,1.36295470727377,1.77424496195142,3.29310727289242
21,0,1.36842604802667,1,3.0196978320696,4.15349906925991
21,0,3.01174915900945,1,5.03527365403471,5.75146567503959
21,0,4.1927317267083,2.08657068657635,1,1.91504411912014
21,0,2.14594171769232,4.37655347215196,1,2.15839826651123
21,0,3.50894159126456,4.92200681334523,2.82487654179436,1.8113932284971
21,0,5.7867109205743,2.61416791714516,5.52659185200985,3.36171220737094
21,0,1,1.10479619233967,3.06330437361791,3.27065449104246
21,0,4.99857519923835,3.68151167030188,2.11552142876094,1
21,0,1.96396825056433,4.30312507060572,2.38724200712499,1
21,0,3.1944053964134,3.3300184893876,3.96414526606212,1
21,0,3.8244031173352,7.98669864600558,3.05107810833164,1
21,0,6.35371957047357,2.34380356659761,5.4663795530154,1
21,0,1.85431448378575,1,5.75550424577114,7.33855536847328
