"modelLoop","generation","gameteSizeGene1","fusionTargetGene1","gameteSizeGene2","fusionTargetGene2"
28,0,4.01565538068195,2.6217343856398,2.12269122930022,1.58026536880205
28,0,4.65597558391753,1,1.32956417578787,4.47752660917843
28,0,3.5767879030296,1.65210401514005,1,2.53069863296385
28,0,3.81764428832251,3.05969022441742,1,1
28,0,2.32593140331572,4.19184714248164,1,2.01128475397824
28,0,4.63638434084559,2.29663297040811,1,2.93874790118728
28,0,1,4.62422928925027,1,3.73086066534781
28,0,1.48507748339052,1,8.09825593607352,2.99098546785531
28,0,1.45965802448883,4.35789443524049,5.57148332562059,1
28,0,2.58556004277582,1,2.47386454895633,3.5470171886916
28,0,4.39017133591168,2.65554524327509,2.82253312637755,2.97599382028405
28,0,4.66962400034099,4.73257579012355,1,4.88029258185407
28,0,3.4062054369411,1.43738829006649,1,5.05316331873902
28,0,1.20829485640137,4.85657070435652,1.51734101315114,1
28,0,3.78354169975673,3.705560679144,1.95037559072547,2.7487054022805
28,0,4.26431414655931,1,5.47491975513696,1.4497065647933
28,0,2.67736553661042,2.77119966544845,4.79527870408893,1
28,0,2.87350847758414,4.54720792000287,2.05201211074411,3.56254996518263
28,0,1.30503464645112,5.63024606032546,1,1.18433130022893
28,0,1,1,5.78958711941933,1
28,0,1.71604146731242,3.77808757330594,2.7890533140527,7.25416929807565
28,0,1,3.23775330319295,1,4.17780727277018
28,0,3.24340487081177,2.18644470503231,2.38339426160279,4.51897367340307
28,0,3.48896983881102,2.64871157625095,3.75454490139902,4.22100434722532
28,0,2.78926300868543,1.4985423818472,1.06400309300231,4.62524495136817
28,0,1,1,1,1
28,0,3.82051047890814,1,1,2.32225181306267
28,0,4.23133923663316,3.58191341108453,1.48273018352611,1
28,0,1.65147398698568,1,1.50825268711747,2.4217309303938
28,0,3.5764407707715,6.54169348262648,1,4.01513753277375
28,0,1,1,2.80448027969396,5.00484834634296
28,0,5.39900186964505,5.67897077460677,6.27296271810981,3.07026017412972
28,0,3.21381571386235,1,4.52148215602559,2.54830154673981
28,0,1,1,4.83601569637587,2.76400120391012
28,0,1,2.54799424218619,6.77727523054879,1
28,0,5.03642982193604,1.51967866886975,4.39688335307792,1.5693689993073
28,0,3.97033358269709,1.53528433323105,3.48895852664991,5.64980823505355
28,0,5.92064798373712,5.37344355792195,1,2.55571977582004
28,0,3.22487006521324,2.4695331669614,2.59573326858495,2.93358880307366
28,0,1.46301248943827,3.90632836068879,2.69784452469914,1.09510088562605
28,0,3.2699135330508,1.62444985164672,1.94682715044518,3.12033317122751
28,0,6.88400739893553,2.14222541762139,3.32710026940723,2.42882318062082
28,0,5.43811350275577,1.89993613592379,1,5.61287738658867
28,0,2.62517061347822,3.84794148878421,2.51860144679614,1.49276886117595
28,0,4.41486751801145,3.46040851490513,2.60020438920627,3.20648039801241
28,0,1.71421283545784,1,3.90069775457166,3.14237683086073
28,0,4.30862341334858,1,2.41428276058636,4.71610818378334
28,0,3.8583569876322,3.19596834635481,1,1.13788609281497
28,0,2.134380679798,3.37467534666099,4.04780608192301,4.31885440598284
28,0,1,1,2.88532521618623,2.10995885610823
28,0,4.27887762220315,1,1.80872244625986,3.61036926627616
28,0,3.79643884224019,1.09045328182759,4.33708408006002,6.18106962313577
28,0,4.29600718392983,1,5.57483106786219,1
28,0,4.56832632516942,4.11634049068799,1,1
28,0,5.35694797451275,2.27949582529837,4.02675302259564,2.20561730865981
28,0,1,3.62456669255591,4.55847729194898,4.53693294127591
28,0,2.63144505502256,2.3179745379541,1.30208611980571,1.99609142703518
28,0,7.5220914807813,1,4.61552254621031,2.70136624320657
28,0,7.15627252188242,1,2.37664300315299,5.34117822407648
28,0,2.77643502747295,1.95148502274862,1,1.72649070155818
28,0,5.0453121977622,5.43091273683842,1.95825475407269,2.11118663337172
28,0,1,1,6.1768211966122,8.16603977158683
28,0,1.86690601971351,3.06028104640223,2.85471819984309,1.79206890353891
28,0,1,3.03218625625772,1.62525402503339,1
28,0,1,4.90241022584929,1,2.8230782312906
28,0,2.43506308718806,4.90892280425658,1.69898055277661,1
28,0,1.07775493769961,1.51522465646473,1.22410126411115,3.4765345453637
28,0,2.87371128652634,1.62761174216607,1,1.32660702424312
28,0,3.10731307520834,4.92969426071452,1,2.54719061673027
28,0,5.01060667437548,1.32259568879224,4.12264762467062,1.87658358780275
28,0,1.43701658819438,1.5588099207446,5.30806266900882,1.51482310486973
28,0,3.82033716124432,1.09814852433634,4.92997649921805,6.34213226417921
28,0,2.63417422780098,5.5797913509071,3.09932763840051,2.06606106802712
28,0,1,5.83019501384675,4.15226148951349,5.99637940772567
28,0,5.99947366265244,3.45194171066419,2.55739675801767,2.58805875633304
28,0,3.54212052864,3.03584540714477,1,1
28,0,3.59176799837499,1,1,3.52080781269815
28,0,5.8242377035564,2.0907500998009,3.84753087202251,2.2067009733857
28,0,2.01046088024793,3.38847023072645,1,1.06452516400387
28,0,1.24490206311052,5.39726068587113,1,3.05818622664151
28,0,4.4441112086574,1,7.02502812644195,4.21155813896183
28,0,3.39175436739797,2.97432358310097,3.59561006722876,3.87933673194988
28,0,2.048531055721,1.59390457873066,2.03362818765246,1
28,0,3.81885808228033,2.40770970593311,1,4.47495708747616
28,0,1.25638505761095,1,1,4.04376403970276
28,0,4.95805210828736,1.79541393785281,3.63041252918638,4.46681412416455
28,0,4.29989587417214,4.96971800996396,1.95339683646899,2.37570180781164
28,0,4.27245091499976,1,2.63081314580381,1
28,0,5.13078695599762,2.70556513641775,2.26594264822682,2.11338885826948
28,0,4.27055545978952,1,1.36874595963347,4.86567592743964
28,0,4.08544122652839,5.3131598105084,3.1469949079202,1.49168832354295
28,0,2.5199443559134,1,4.68693252631788,1.11906462284075
28,0,1,1,1.48296064539247,4.73610938590292
28,0,2.43339535019166,3.1317288365032,2.27159644939501,1.12029645579167
28,0,2.01988302634187,3.82434632526622,2.17065826664911,2.3388714851859
28,0,3.3400934614088,3.28422404284762,1,1.22864746167225
28,0,1,5.67850654757483,3.70874769137022,6.09274018652479
28,0,2.94013861775552,1.32639501943768,2.3836063958284,2.95256011101523
28,0,2.95778664353631,2.30824890317131,4.26134546486147,1.99020089448617
28,0,1.29102338766215,2.47792129021988,1,1.93150778036987
28,0,4.24859805210616,1.51335309329213,1.89114539371657,4.88390486542857
28,0,3.28868045012391,2.83371734061038,3.15673057858708,5.49771978314928
28,0,1,1.54166784873619,1.44892015584301,4.00501379843136
28,0,3.35070863838206,2.39974796407551,4.1962191172254,3.89353425936787
28,0,3.85092530571425,4.79947019414461,1.83876961817833,2.7151595238942
28,0,5.69640347901653,2.40507005263411,3.2064304162158,3.42548530451136
28,0,2.15900868492044,3.82291199205168,2.01593997420042,1
