"modelLoop","generation","gameteSizeGene1","fusionTargetGene1","gameteSizeGene2","fusionTargetGene2"
74,0,2.87708963613833,1.92304462027597,3.8899158591564,3.66864188716306
74,0,1,2.70077565923612,1,1.91881272039228
74,0,1,2.10424947021156,4.91560230236137,2.43514867467738
74,0,5.92570613516749,5.35549409139473,1,1.26431070878833
74,0,4.7315099735002,1,3.49840979018794,1
74,0,1,2.07310227081147,2.68653673772828,5.61937151358806
74,0,4.78956093584837,3.29302994393292,4.07864472090237,1.5688411045682
74,0,1.50354765266448,2.09940976973382,2.46397125929107,3.12048713685622
74,0,1,1.14112137441132,1,4.15669808473027
74,0,1.85121614945668,1,3.01620490709177,2.25184819949146
74,0,3.90933965494944,4.85321958483446,3.40204847746915,2.04335750508529
74,0,5.79859904356023,3.05278857965631,5.44216175991895,1
74,0,3.49261889030322,2.10357749578695,2.04417453868714,2.60005461009132
74,0,1.57783449047405,4.33565913151982,1.89569254638804,1
74,0,1,2.63671239476455,1.0210961634846,2.67340285518507
74,0,1,1,1.95555287737422,1.49946745305124
74,0,3.28605252662739,4.09956470441897,2.16875346653578,2.08515703692012
74,0,2.35226996106168,5.24999934329424,2.38074017393788,1.28120875891321
74,0,3.60827713277359,4.33902193771027,1.95889730495784,4.23291095725669
74,0,3.41751404847775,1.9745330249202,2.85965642658107,1
74,0,4.13572114808297,4.09557304188099,4.57042921229311,3.35852726293943
74,0,1.53178938812565,2.94800487289141,1.75163070049965,3.58085226790698
74,0,1.83197422296494,3.81432521113324,2.17350386851681,3.19326219127806
74,0,3.87313708242511,1,1.95959838419634,3.41871155033735
74,0,3.83046991385636,5.05596574109689,6.53663390603099,3.53035089243593
74,0,1,4.53381281876468,3.8882205887714,2.00901411112836
74,0,4.26402855808232,2.12229509106203,4.40934728089867,1
74,0,3.91091999300397,1.92302953501696,1,4.59925077721824
74,0,2.81974549735295,1.68803718446178,1.39939667123656,1
74,0,2.82696360842179,5.17451951031622,1,1.32443048714151
74,0,1,1.99681334116982,6.93746500441463,4.13099601464327
74,0,3.67171125733495,1,5.2599896289316,5.09206193894963
74,0,1.69464025978777,1,1.4294999092169,3.10387914001354
74,0,2.75744857018086,4.62566307811044,1.17495541069928,4.71426339300206
74,0,6.32401378011381,2.92895177357522,1,5.22938260881456
74,0,4.32830611813264,1.85582580906519,4.93570113007098,3.08056305477014
74,0,4.08279841631273,4.00472385149447,2.38237721789982,1.96011875251703
74,0,2.84391043034941,1,3.02109722489323,2.77290560870096
74,0,2.88986490640106,5.35391482542025,6.23337881784186,1
74,0,3.2676844291013,1,3.02271914651349,1
74,0,5.9396521731091,6.04393799999534,2.08089042411335,1
74,0,7.09443423874109,5.75721735887241,5.32846987102886,5.81451127958231
74,0,2.88073131550968,4.26457839922723,5.65648775646744,1
74,0,3.31104676229467,1,5.49264093810036,4.89905670983315
74,0,4.20471021857154,1.9172810775518,3.53327475050339,4.20873366580201
74,0,2.47317000955675,4.28451164838065,3.93036497733522,1
74,0,5.55607925142869,2.92900613327402,1.61784696974881,4.08785243308666
74,0,6.07511194765661,5.82185305642155,1,1
74,0,4.18506004057473,2.25714397715347,2.79401742574212,3.6023040488914
74,0,2.20406288182446,4.06186175284538,5.10467599377559,4.24928586872614
74,0,2.0558297091761,1.74866333649351,1,4.06500795909785
74,0,3.24733689905515,3.6165262020267,1,5.35710958582498
74,0,3.60635728488148,1,1,1
74,0,1,9.17451920363394,1.5016598622071,1.64717355986525
74,0,5.91736525318959,3.12035263504495,4.31009063201189,1
74,0,1.08773397705862,1,1,5.37875627694743
74,0,2.5363496637625,1,1,4.32738235521187
74,0,2.60717272248016,2.88268731374868,2.88769007440751,3.11262822456071
74,0,5.31416559359019,1,1,5.25004925792768
74,0,1.71931517013568,1.72055693973227,1.64681913951312,2.92658057856671
74,0,1.77270728933789,3.57220247378095,5.58964526552269,1.93547380729185
74,0,6.07893121597573,1.55022180441356,1.68203085096554,1
74,0,3.08614228287354,3.51724159132661,4.69650936979958,2.80214846662344
74,0,4.01903268250411,1,5.27254875375966,5.51201708725535
74,0,3.61814068707631,1.4000009914931,2.97985549400096,4.43135483510759
74,0,3.13722363683675,2.01530392746454,1.70577675783772,1
