"modelLoop","generation","gameteSizeGene1","fusionTargetGene1","gameteSizeGene2","fusionTargetGene2"
96,0,1.91309321258854,5.04579175470495,2.76403753290985,9.32791850223382
96,0,1,1.68371893557864,4.31749827306475,2.36491070864294
96,0,1.31472781222888,2.98800320867278,2.01218238250888,1.75871341602749
96,0,1,4.27503445588715,2.57903362238206,1.86726775898717
96,0,2.06424962786302,1,5.37359819714875,4.08844361703158
96,0,1,1.30684606676713,2.18708155307724,3.44895740626791
96,0,5.59259805903348,3.44221222769524,2.72907788768105,5.55265458658416
96,0,1,1.1767985174116,6.94834126380044,1
96,0,2.58775171896836,1,3.77748344705619,5.3321186555796
96,0,1.57698281916973,1.47556180675599,5.55791258195151,1.57322289960428
96,0,3.58051428707454,1.49399112265925,2.41326829538749,8.28657546327476
96,0,2.46470112483996,2.57077998116688,6.33162110903302,1
96,0,1.66801119435585,5.90955846948512,2.3356429642985,4.05703325224427
96,0,1.53267863928982,1.55989406784702,2.36024585374044,3.82815480403649
96,0,1,2.33768675688948,3.58920173393866,1
96,0,1.66797545710946,1,1,3.40447091641538
96,0,1,3.68148221498602,1,4.90105211517768
96,0,4.73164824236168,1.48314331224455,1,1
96,0,3.7333441183672,3.38847134034178,3.09382222433351,3.42537648166241
96,0,3.26170284967345,4.12839154018545,4.12496741600486,2.3137910321831
96,0,4.57031155738791,2.28563958116654,1.00318716041572,3.16040041184447
96,0,3.46999026531451,1.02398616126047,1,1.31354750942836
96,0,1,3.07551818272635,1,1.52448812857541
96,0,4.75379217051443,2.26514002128391,5.16310899782736,3.12797512224458
96,0,2.14533029907755,2.39514392640425,2.51107227482356,2.94543711742981
96,0,1,4.11946967438651,1,1.47360711663348
96,0,1.91740120803376,6.17152865943826,1,4.44343985199134
96,0,2.07310409795709,1.28922796577274,2.45044894223418,2.09353192678134
96,0,2.9505425523873,1.29307022019972,2.76315322074106,2.62652815233264
96,0,1,1.30023839685178,3.55831559831194,5.60445104258961
96,0,2.91772313036244,5.87039013943503,1,1
