"modelLoop","generation","gameteSizeGene1","fusionTargetGene1","gameteSizeGene2","fusionTargetGene2"
60,0,5.72274749653138,1.79659336855866,1.83545829737389,4.0746968167654
60,0,1,5.00245199756729,2.16794051599346,3.08214205941127
60,0,1.79141819100273,2.52401408427169,1,1
60,0,5.10819101321164,3.77963031564712,5.55337374907372,1.4654637320996
60,0,6.38006689213932,4.44853756350945,3.3936624177568,4.19501498917871
60,0,2.25212553608117,1,3.52818057629679,2.0153342054916
60,0,2.92261265211556,4.25945876336922,1,1
60,0,5.071150801795,4.07475284449516,2.58509878174117,5.78927841015488
60,0,3.62176466575404,2.62765706630121,2.5363324991027,4.97963129408102
60,0,3.59660918152934,3.39488281723805,2.57921692830623,1
60,0,2.145013885493,6.1532375721839,1.6981505175539,2.29391316931854
60,0,2.69426371111584,3.1873773946846,3.46231414177096,2.01090000470685
60,0,4.42247107844796,1,2.95765119999836,1
60,0,5.11676326051643,1,1,1
60,0,4.43208779590996,1.51108869581864,1,1
60,0,1.59962944427837,4.5197047572736,1,2.54673349482798
60,0,2.26684743291382,1.54228313983856,4.17592788665204,2.57715169217624
60,0,1.66164801512016,5.51761156513682,3.89795745837414,2.31976333330053
60,0,1,2.05356941290014,3.65998991290843,1
60,0,1,4.10445313023489,1,4.67676053139847
60,0,2.63002548716623,6.77487852548546,3.45212752743634,1
60,0,3.44046083391559,2.55890643149639,1,2.55764846175077
60,0,1,4.44041341721643,4.28232034878656,4.63121788799732
60,0,1,2.28897905529052,3.81498848623216,2.22744965114113
60,0,5.03157968661587,1,1,1.59843556012888
60,0,1,1,1,4.2425601721141
60,0,2.30466583562416,8.56876879987782,3.57373235149206,2.66318877521964
60,0,2.28335036405549,5.86051520562696,1,3.99013832963702
60,0,7.92034577788953,3.58236263890615,4.14787498535827,2.92855410962652
60,0,2.7933838381692,2.42689091974226,4.53203917913812,5.47986203858136
60,0,5.89320246864758,3.69675755614643,2.70447861535759,3.47851094997614
60,0,4.54350831999464,4.65141153989882,4.22821967259407,4.88768224839261
60,0,4.4923690736248,2.05728268631061,2.25210263039207,2.46202072931035
60,0,1,1,5.21519584818286,1.24132985802492
60,0,3.90941903276418,1.60186165605018,1.7260952452693,1
60,0,1,3.3845961296535,1,1.87746183116775
60,0,2.40578591083155,1,1,4.23021496961815
60,0,1.84906115752082,1.49508211636158,2.18688344951377,1.00682897982454
60,0,3.27844332220463,2.92803606905328,3.98705343600619,1
60,0,1.79308236723019,5.92764145645632,1.56009354454999,2.26741795403467
60,0,2.43137050801278,1.19633094067868,1.68930551291229,4.12197299101155
60,0,2.49995911246345,4.41013833621328,5.13218059188588,5.88901571035788
60,0,2.27825849342534,2.60828964916002,3.77472681033991,2.92034368047528
60,0,3.76215966754765,1,1.15174679003834,2.93787894013249
60,0,1.06933715212369,1,1.40019048843293,2.01705852807923
60,0,1.58286554162093,2.9943889818639,1.74061414035999,3.37635804563417
60,0,4.17859529413014,1.75420164627944,1,7.49759894966925
60,0,4.29514598218427,3.60214399887683,1.98267429719186,1
60,0,6.12731602062195,4.61291365108295,1,1.43888368540745
60,0,2.62702034173618,4.76209828094475,1,4.5318530586544
60,0,1.88948045218427,2.35144441714711,3.18030689355079,1.47338858837142
60,0,1.98488326723764,2.36727513210987,4.09863614277498,2.81854018669439
60,0,1,1.02654252248316,3.02658394131247,1
60,0,4.66984789443677,2.20117473102521,2.73147920719614,3.55217366470931
60,0,1.79105424819359,1.89145053259682,7.63197907503912,1.38500432132174
60,0,2.56341258936439,2.14939557229778,5.93761910741208,1.91155088177556
60,0,2.71972722287224,5.7616491368489,1.62283135196918,2.60094074934137
60,0,2.41791873476104,1,4.4892653420905,1.71502317667511
60,0,3.70676279521199,1.1252523121443,2.38597361418176,4.52457315982765
60,0,3.01603392081898,1.74028119888362,2.65810932335422,1.33238423402629
60,0,2.66484655956508,1,4.93648245727086,4.44046109874004
60,0,2.7534211401982,1,3.55347137492856,1
60,0,1,3.3044230828216,1.95482153273453,1
60,0,3.01332567677999,3.95344617452224,1,5.62333177580128
60,0,2.21232038303745,3.88211128065772,4.33779035083635,1
60,0,6.77260242299502,2.03105269093595,4.0140610374275,2.85468514375602
60,0,4.88974509039056,1,3.54814167496833,3.64651755016085
60,0,2.39494978191985,2.31269067465609,1,2.23904263533132
60,0,1,1,3.66696382010887,1
60,0,2.32797618996963,3.70615437936734,1,2.65259894652968
60,0,2.77995106113112,2.87508811860321,1,1
60,0,3.97852890216754,2.36526949371415,5.15093808444005,3.50861098016048
60,0,3.29642743717701,4.07689112117897,1.65734351089589,4.91629696678094
60,0,1.17975680730578,4.32323344181751,1,3.84147652241676
60,0,6.60079061010772,1,4.04660532001614,3.19174302934717
60,0,1.68491989328405,3.7920819399072,1,1
60,0,2.53989792037695,1.30983175494142,1,2.62538294178478
60,0,3.98799722911834,1.66823794363652,4.49938295681276,6.5869777544399
60,0,2.17770103596186,1,3.41423477323676,2.25283164234468
60,0,1,1.33129329260164,4.65376016445194,5.00458668567897
60,0,1,3.10288937777596,3.27457460233754,1.35684493712201
60,0,4.71785490125151,1.26456211007931,1,1
60,0,1,7.30754763716407,2.80667098129219,2.09962744183944
60,0,1,3.4478018577281,1.84327634995499,1
60,0,3.50388893108138,4.1443054438764,2.03442070637374,2.74263135698741
60,0,2.19881568929976,3.09420545218134,1,2.73704154650336
60,0,1,1.10798536907643,1,1
60,0,1,1.71964479369595,1,2.97681269991324
60,0,1.8589915788791,6.40669587723771,2.7864598151874,3.00899563033297
60,0,5.3696592895713,4.05393037496967,1,4.28654550395881
60,0,1,5.78265728666714,3.63757242154369,1.01036867852007
60,0,1.63394320315628,4.00565432077958,1,1
60,0,2.53238068264151,3.77482173991203,1.98970054040519,2.64485867602204
60,0,1.19170878495191,1,3.62168172987967,3.37524655298986
60,0,1,1,4.38110512433978,3.07337969418633
60,0,1,1.54141224078535,2.24858881250897,2.30143273416173
60,0,1,1.53151815639447,4.68002195467671,2.0605485316146
60,0,2.05090120886243,1,2.51037508377619,5.62724251999518
60,0,1,1,2.02305309098264,1
60,0,1.96552366419266,2.7077052873695,1,3.03047523650211
60,0,3.70512256234492,3.08766613786545,4.03358552913889,3.62289811890602
60,0,1,2.44097924324097,3.00606071859185,1.8597254471146
60,0,2.64466213009376,2.73527982901269,3.68732535140448,2.13365487469349
60,0,1.44849095051096,4.60466857003949,6.18210936405571,3.34938816640758
60,0,5.11486278799511,1,1,3.83128777030391
60,0,1.85189350468468,1.26483961923214,2.76959803228673,4.3456075088631
60,0,5.6547169100526,1,1,2.7647414298448
60,0,1.93952672478897,3.34570871643874,1.49541498948104,5.08829884731243
60,0,3.55330584132075,1,4.49050108030332,3.37760921765142
60,0,2.73859350106559,2.14205935780966,3.9088226820711,1.9387624706704
60,0,7.00876126778787,1.12258525572604,4.9693581155981,2.40342860323886
60,0,2.37759748536738,4.63081984222437,6.23186776071135,1.90346501741975
60,0,3.1010014168152,4.53775986146768,1,4.42656222638372
60,0,1,1.71709199085054,2.06509715843316,4.41821233919375
60,0,1.30372308971573,2.76937104474968,1.80004781476488,1
60,0,3.52942130345623,3.07682654220425,2.93088562269878,4.96116765136272
60,0,3.39480992138281,1,1.00343117591612,1.49077418038659
60,0,2.05784291801554,4.43163823423906,1,3.51775582695755
60,0,2.91741514126686,3.13895492570304,5.02744350750207,3.23528045545965
60,0,2.67576097940654,4.87553168572201,3.24535967901133,2.15789495903609
60,0,1,2.60729705365132,1,1.86797895674906
60,0,4.35794737384685,2.64689761184807,1,2.66549139956141
60,0,1.16870543082477,1.87361321342923,2.75294075808002,1.21135082207909
60,0,1,1.93794518312869,2.24542551030608,2.39199234659429
60,0,2.01234768846806,3.41990732806377,1,2.08527447591135
60,0,1.05447114037477,1,1,5.74759667971453
60,0,1,4.49655826201521,5.43832487796187,1.41243451118187
60,0,1.18696817840741,2.1202819182076,1.03371542144852,1.18685516659648
60,0,1.3208287929849,5.05967575978686,3.62588345663282,1
60,0,4.86851231425682,1,1,4.32505345765231
60,0,5.246879823112,1,1,1
60,0,2.21367552942235,1.20309847251349,1,1
60,0,2.37463096877093,5.19590065304267,5.51798065815751,1
60,0,1.42014413349756,1,4.28605063249122,2.58455561248729
60,0,1.74860863560697,1,1.46212037213331,4.08956713623248
60,0,1.46587611071583,1.6849895796636,1.47832231920459,5.51507577569472
60,0,5.78485433855072,2.72460664951266,5.14610753115202,4.05189119947122
60,0,1,3.78610151187685,2.391484015198,4.40700173970477
60,0,5.24420464393599,3.74154361507922,6.20625081423385,1.86407557816389
60,0,1,2.90604954788628,4.2700194768181,3.46025610899167
60,0,4.81133747499739,1,1.81240615506564,2.50954838359743
60,0,1.08571952244272,1,1,4.08156749293232
60,0,2.32794778370155,3.98579158097446,2.92290941435035,1
60,0,1.00167787191116,2.66487385688565,5.17792318219024,2.33149338982122
60,0,2.54719453162737,1.48273984230911,2.17150511054433,1
60,0,3.77206245088775,4.56549297021616,5.64350582868912,1
60,0,5.19015899370856,1,1,3.27820482122174
60,0,2.16991443714615,1,2.42752404259999,4.18688956238738
60,0,4.76377211192817,2.63832380453079,5.41082812379433,1
60,0,1,3.0651731091517,1,1.41863052825061
60,0,1,1.68521433013394,1.68240947991358,2.58721675617993
60,0,1,1,1,2.22907787774288
60,0,4.02942305104707,1.13899903899664,1,3.91689674513391
60,0,2.71188523236933,5.08656162673229,1,2.20960060101525
60,0,3.77498149111439,1,4.12958125518686,1.05045647944683
60,0,5.03082733036335,7.90914374958213,4.90022419478111,2.85754946256673
60,0,5.07787899786675,4.57157796352371,1,1
60,0,1,1,5.00778238935028,5.19248157757489
60,0,4.16396303951077,1,2.98516166212303,1
60,0,1,1,2.97342840028988,5.66357335459044
60,0,2.39306630198305,2.70071610556605,1.51292963587921,5.04129784208503
60,0,5.09928977175142,1.94608976355485,3.85015871220254,3.22777868241849
60,0,1,1,2.97591188970709,1
60,0,2.80105498400573,1,5.13546683724855,3.73872928678133
60,0,4.0762339633299,1.01402619326341,1.47218467465764,1
60,0,3.86099571588647,1.40879777963564,4.16135881044559,3.11197378519645
60,0,1,1,5.39059067041906,2.01179736766961
60,0,1,1.98885859768885,1,1.43450462921256
60,0,1,1,1,2.72606707802518
60,0,5.39558218982657,3.48683490313595,3.3176134047348,1
60,0,1,1,3.65833863490968,5.17163568288291
