"modelLoop","generation","gameteSizeGene1","fusionTargetGene1","gameteSizeGene2","fusionTargetGene2"
38,0,1,2.395941152519,1,1.4554240728159
38,0,3.38695462782132,1,4.62270443289299,6.47724122510009
38,0,2.19060737791268,4.84362061704793,7.10910774386714,1.38920484841388
38,0,2.57236249825122,1,2.7170326525935,1
38,0,2.50177165481165,3.50584016885672,1,2.89183055111886
38,0,2.78175087922785,2.85132819786956,1,3.55860461266131
38,0,1,2.3043453151637,4.54412646619253,3.99878149909736
38,0,3.11378477401898,1.15132023695758,2.96577900909992,1.04908940899484
38,0,5.43799728324107,1,3.1228698785341,4.66328311000876
38,0,1.19501057989843,1.26376946399598,1.92209492076688,1
38,0,1,4.6514597631799,3.9499728050614,1.04566397079031
38,0,5.28001976212006,1,1,3.53478568312796
38,0,1,4.22315354039275,1,1.46972027028164
38,0,3.71009349585276,3.68974216050959,1,1.98056730526914
38,0,3.401665715419,1.4024384751195,1.50542186822162,3.66583686746091
38,0,1.59990752130341,1.61287095170086,2.21142622073692,3.31463012560574
38,0,3.96370679432752,4.06751061988863,2.05320749377457,1
38,0,1.6944203850272,3.23464568007597,4.67510135558636,2.93622759335216
38,0,4.20752415530331,1.4217933839003,3.77199977028466,4.6228681131729
38,0,1.79238307220796,3.84366575015727,1,5.39908894006688
38,0,2.78288354367259,3.41006439424027,1.96591218461521,1.17296884214696
38,0,3.30293577813295,2.80050265665846,2.05447393563242,2.02133364572499
38,0,4.24825480343882,2.81962770243222,2.81066503165603,1
38,0,4.85146149944297,4.55793510561715,1,2.72973268107512
38,0,1.92466122045149,5.64883673744718,2.14422026406093,4.12831161914424
38,0,4.33304189469312,1,4.67278029223155,1.35481585789913
38,0,2.08972118973232,1,1,4.54704638105116
38,0,2.3635589273272,1.65003655323709,3.63286460231011,1
38,0,1.78953522107512,3.11579457487486,1,1.93955892559497
38,0,3.36390021417208,2.42513377133546,2.31358963145535,1.57940366928814
38,0,1,3.44559400787936,1,1
38,0,3.1840378865286,4.73954796699694,2.05095546475966,2.25311426677176
38,0,3.07849279241524,2.05059377524343,5.89777539294437,1.89467501288858
38,0,2.62584479658222,1,1,1.05944094166669
38,0,1.94787065006313,6.80841309662514,1,1.26783766509017
38,0,1.88301136710792,4.98682204194433,1.57815347566864,1.44902261606215
38,0,3.19269502894266,4.85275244647035,5.89677466808594,2.01096843382146
38,0,1.14116569715738,2.83500256915766,3.01468173028229,2.06559937855958
38,0,1,1.41915317542556,5.68940176152293,4.91227433348653
38,0,1,4.27584670668976,6.4001686495366,3.33962133556399
38,0,1,2.86858593415752,5.1054573563523,2.67752337006101
38,0,2.00869124469935,4.08793070412573,5.85671743473475,4.19967919084822
38,0,4.4971518911709,5.12355638782208,3.04974705485138,1
38,0,6.86822997536239,1.18571836198966,1,1
38,0,5.21181868291442,5.15718718104388,1.70121555250357,1.23838044876035
38,0,5.079896884771,2.71400590496598,6.41788094311446,1.60038466616883
38,0,5.53715364473433,3.52337683788801,2.32077432930873,4.83674679032196
38,0,1,4.16273859406323,4.32798879048104,4.47942313713393
38,0,2.9660533987346,4.03186351122956,2.69334175766472,1
38,0,3.63771123975724,2.52203174976955,3.44752140614437,5.50136676353663
38,0,3.37834251919667,1,3.42506736261069,1
38,0,1,3.8968039418317,1.0222045228584,2.55203657308509
38,0,3.38473690915921,1.36102704849034,2.19107466041465,1.026704393582
38,0,5.72396312180156,1.31721162559948,1,1
38,0,5.16301776442545,2.63434708049377,5.03283522463744,5.11404571981468
38,0,2.64869451695874,2.55498995985473,1,4.52342756596709
38,0,3.8788779376234,3.80744662426981,3.68015154161457,1
38,0,3.22705339916407,1,1.03307956284068,3.95941439583047
38,0,2.83954467757321,1,2.91433410725279,3.61155092065748
38,0,1,6.8515817630416,3.9468392150725,4.79665992263099
38,0,2.92097384534541,1.19997250586022,1.9881078856954,1
