"modelLoop","generation","gameteSizeGene1","fusionTargetGene1","gameteSizeGene2","fusionTargetGene2"
11,0,1.3157561669739,5.60487392288571,6.54284463544526,3.24079534865288
11,0,1,1.45019017697637,4.0829844099927,2.27631204658971
11,0,1,2.44666175334685,1,5.59455862710767
11,0,1,4.60533053552245,4.12883457577038,2.47774833210077
11,0,3.40621960230869,2.07393437903137,4.52279716183818,4.13275818798411
11,0,2.53853106570986,2.74529225277301,3.16843275933281,4.05125951168237
11,0,1.14172128013583,3.80128981200247,1,2.22954476838483
11,0,1,2.06961844816858,2.30966142080129,6.04315725419478
11,0,4.26451675362158,4.57350601837119,2.15467244068035,5.31921293279105
11,0,6.21829464475772,1,2.24734482195792,4.53834151459189
11,0,3.43020092493462,2.25660017237678,3.14006082244271,1
11,0,1.54518384481624,1,1,1
11,0,3.23757939519482,3.68117451977175,5.43754867817977,5.87895911785267
11,0,4.38842808722714,1,3.88224426053165,3.10511899461582
11,0,8.64541713611347,2.72053538732238,1.30573879870763,1.1308377270444
11,0,4.21844102315183,3.00979507817833,2.61098210861745,1.04239828170021
11,0,2.48293205251544,3.64603015785783,1.30415770622607,4.34225935207836
11,0,5.18343565082421,4.06660594982325,5.42967025009254,3.35040650308332
11,0,1.95067189405008,3.29508362590661,1,3.84962614353278
11,0,2.78821128277289,1.81089335955496,6.49848684211694,3.38854222206487
11,0,3.68983223547081,2.38435518692703,2.73011663349053,2.37958672050382
11,0,5.50381270498139,2.32534942172442,3.351893174081,3.67454140701017
11,0,2.78254931138274,1,3.82315061915607,1.5547775820724
11,0,1.60361206952451,2.09709449931284,5.29848668625374,5.14389279623781
11,0,1,1,1,5.55497892364182
11,0,2.40317306534101,4.84463023218421,2.43329899088125,4.20148323747657
11,0,1,1,2.93918158938741,2.74071762329953
11,0,1.23168867790621,1.12150772132152,1.39436862228776,3.58073182074885
11,0,1,1,1.59467392183774,1
11,0,1,1,2.11720270252378,1
11,0,1.11306790346337,1,2.80290054438869,1
11,0,3.08742554364269,4.19538022243198,1,1
11,0,4.72351138856079,1,3.62614198964305,2.78988132758552
11,0,1,3.53397854807108,4.46695414940403,2.88560234005015
11,0,1,1,2.12440311048514,3.31765928444378
11,0,4.63965493494261,5.49362406971468,2.43847338970684,1
11,0,2.21997059611865,3.33953218100334,3.22938216561207,3.69947141091058
11,0,3.08338522688959,2.1940430040402,1,2.50034852763834
