"ID","gameteSizeGene1","fusionTargetGene1","investCompetitionGene1","investParentingGene1","mpTradeoffGene1","prefGene1","traitGene1","learningGene1","gameteSizeGene2","fusionTargetGene2","investCompetitionGene2","investParentingGene2","mpTradeoffGene2","prefGene2","traitGene2","learningGene2","parentHist","meat1Hist","meat2Hist","plant1Hist","plant2Hist","reward","mID","hh","state","hhState","environment"
21,4.36473715742653,2.43703022438873,0.0741664969717061,0.586700848632709,0.0876448993717844,0.734819828172712,0.834137809894975,1,4.36473715742653,2.43703022438873,0.443868124294502,0.781322308224916,0,0.704351021566688,0.707171560289359,1,666,161,77,1081,515,1259.75,102,21,"parenting",2,2
22,4.42886595523644,2.46132167936904,0.0972019285109686,0.744858065254185,0.0967825035151974,0.466264477627991,0.645123291520716,1,4.36473715742653,2.43703022438873,0.124945724508763,0.90875665593677,0.10654894420603,0.903436293112667,0.729326368426973,1,794,790,43,833,40,2321.77777777778,167,22,"successful",1,2
23,1,7.05834530932461,0.625725032347465,0.811932271287756,0.00907022070881661,0.815015169216864,0.62812475854503,1,1,7.05834530932461,1,0.789923419858779,0.0193377487223285,0.567614651894058,0.767896308007452,1,1257,759,60,371,53,2319.27777777778,295,23,"parenting",1,2
24,4.36473715742653,2.43703022438873,0.124384334526944,0.752044039121564,0.0658255666388409,0.760215494594846,0.730451579445197,1,4.36473715742653,2.43703022438873,0.669413748474061,0.84347539745483,0,0.69352448264655,0.698773837122071,1,942,579,56,895,28,2092.77777777778,125,24,"parenting",1,2
25,1,7.05834530932461,0.913495516491914,0.993227351171185,0.125949087772113,0.808390608036749,0.768534163921122,1,1,7.05834530932461,0.667966659766477,0.970309802559157,0,0.818762863578795,0.503597456130389,1,430,723,415,881,51,1499.1111111111,284,25,"parenting",2,2
26,4.36473715742653,2.43703022438873,0,0.498935496316795,0,0.682509606638988,0.727403650897952,1,1,7.05834530932461,0.6408385333833,0.592875021263346,0.00465627803713901,0.623885836209128,0.820595579324586,1,1431,874,43,99,53,2299.91666666667,250,26,"successful",1,2
27,1,7.05834530932461,0.660560904616384,0.865979945887328,0.028770392373303,0.79799244812654,0.619716410009698,1,4.36473715742653,2.43703022438873,0.587444474264605,0.725555172957825,0.288873863059631,0.987913895408885,0.609129253357443,1,1052,635,52,706,55,1879.30555555556,14,14,"parenting",2,2
28,1,7.05834530932461,0.956474815291452,0.865033876828067,0.0470084770134592,0.727999012426691,0.679281217411349,1,4.36473715742653,2.43703022438873,0.576967226712077,0.815679023687824,0.038398082527024,0.795611755016927,0.630767753504459,1,476,881,47,1038,58,1580,72,28,"parenting",2,2
29,4.42886595523644,2.46132167936904,0.118363734478628,0.533189170635314,0,0.68076088809716,0.682406037865877,1,4.36473715742653,2.43703022438873,0.556219556425578,0.53013640667663,0,0.67605918729825,0.656157956295606,1,1024,621,60,742,53,1987.44444444445,338,29,"successful",1,2
30,4.36473715742653,2.43703022438873,0.634621777913536,0.81936193527156,0,0.601320196001997,0.76718658022972,1,1,7.05834530932461,0.802649112644437,0.618978443651541,0,0.643804915217915,0.791920847524834,1,50,796,50,1551,53,1192.5,419,30,"successful",1,2
31,4.36473715742653,2.43703022438873,0.257380935028644,0.740859383657186,0,0.814583417757374,0.756285057100226,1,4.36473715742653,2.43703022438873,0.458853971203989,0.488208383538756,0,0.781408815818105,0.745803378493629,1,1294,732,62,340,72,2247.41666666667,265,31,"successful",1,2
32,1,7.05834530932461,0.851902258644789,0.40915625986343,0.0833980267322022,0.605905039075591,0.689636720861377,1,4.36473715742653,2.43703022438873,0.352144162289142,0.528516406029329,0.0767419958161195,0.684462093167091,0.711727812323975,1,982,743,50,689,36,2088.16666666667,162,32,"successful",1,2
33,1,7.05834530932461,0.652169152940878,0.534475105060032,0,0.698127052382294,0.694421368020789,1,4.36473715742653,2.43703022438873,0.549996563855879,0.661026523644839,0,1,0.640378229323831,1,981,730,54,686,49,2017.08333333333,482,33,"parenting",2,2
34,4.36473715742653,2.43703022438873,0.469696321008835,0.824139837169255,0,0.708829595176469,0.765531276912595,1,4.36473715742653,2.43703022438873,0.402626753562722,0.439794004877184,0.106303137832643,0.698261074760906,0.640482525082633,1,1376,229,51,805,39,2324.88888888889,259,34,"parenting",3,2
35,1,7.05834530932461,0.974494418535226,0.82850293355177,0.0195487115438695,0.681284584564948,0.671191535730703,1,4.36473715742653,2.43703022438873,0.470815250675419,0.555178764552331,0.0543407168270751,0.76591478070922,0.72913931782707,1,1533,793,58,71,45,2329.05555555556,477,35,"parenting",2,2
36,4.36473715742653,2.43703022438873,0.0568298771100274,0.701535475106808,0.00135636909402873,0.720670257803248,0.69001115747476,1,1,7.05834530932461,1,0.939831390974016,0.0685794612638235,0.789302041380137,0.67930027152501,1,817,312,58,722,591,1377.94444444445,300,36,"successful",2,2
37,1,7.05834530932461,0.872733795999643,0.849851258779563,0.0718323996034112,0.721372732494644,0.748719456875108,1,4.36473715742653,2.43703022438873,0.0283089862714399,0.824758949283287,0.0772305473771082,0.631898915036453,0.664690796163921,1,1097,667,39,637,60,1944,169,37,"parenting",1,2
38,4.36473715742653,2.43703022438873,0.130166424680744,0.815571352602623,0,0.794456496111554,0.739888207879778,1,1,7.05834530932461,0.899553994614259,0.422128761596707,0.13224265430436,0.673883607690679,0.700961503074351,1,1330,679,64,383,44,2121.66666666667,444,38,"parenting",2,2
39,1,7.05834530932461,0.69820755798938,0.302600732461444,0.0298509575082824,0.724171630269256,0.770594192701755,1,1,7.05834530932461,0.873381594259493,0.854483440470737,0.0761270239128419,0.705218293748984,0.747411926520713,1,1080,874,46,167,333,1831.58333333333,49,39,"parenting",3,2
40,4.36473715742653,2.43703022438873,0.268444773962988,0.744922643935681,0.0119027971037114,0.751244204485478,0.629055919514873,1,1,7.05834530932461,0.693771956986782,0.863192342673537,0,0.800162578638793,0.543920496939556,1,928,517,56,937,62,2313.97222222222,313,40,"successful",1,2
41,4.36473715742653,2.43703022438873,0.356039009925781,0.576970704625186,0.0774925016743626,0.728442369170879,0.695456200031129,1,1,7.05834530932461,0.713487759002533,0.18222054410032,0.122892016861403,0.684807752522187,0.752293960115123,1,51,782,41,1581,45,1193.13888888889,8,8,"successful",1,2
42,4.36473715742653,2.43703022438873,0.107598230560769,0.705023579351224,0.0787537577782699,0.90662736229695,0.752658250213658,1,4.36473715742653,2.43703022438873,0.291174461112174,0.223377215266959,0.0504140359547028,0.676560979194109,0.688534166262185,1,978,1036,94,328,64,2254.25,246,42,"successful",1,2
43,1,7.05834530932461,0.953869711051701,0.762971748277693,0.0288338099052163,0.723515973259419,0.694257268706375,1,4.36473715742653,2.43703022438873,0.491679573238623,0.469643336480004,0.00483169124599121,0.70958358284915,0.687606105542809,1,802,593,56,982,67,2296.47222222222,378,43,"successful",1,2
